Postcode,Plaatsnaam,Deelgemeente,Hoofdgemeente,Provincie
9400,Lieferinge,Ja,NINOVE,OOST-VLAANDEREN
4000,Liège,Neen,LIÈGE,LUIK
4020,Liège,Neen,LIÈGE,LUIK
4099,Liège X,,Liège X,
2500,Lier,Neen,LIER,ANTWERPEN
4990,Lierneux,Neen,LIERNEUX,LUIK
5310,Liernu,Ja,EGHEZÉE,NAMEN
4042,Liers,Ja,HERSTAL,LUIK
2870,Liezele,Ja,PUURS-SINT-AMANDS,ANTWERPEN
7812,Ligne,Ja,ATH,HENEGOUWEN
4254,Ligney,Ja,GEER,LUIK
5140,Ligny,Ja,SOMBREFFE,NAMEN
2275,Lille,Neen,LILLE,ANTWERPEN
2040,Lillo,Ja,ANTWERPEN,ANTWERPEN
1428,Lillois-Witterzée,Ja,BRAINE-L'ALLEUD,WAALS-BRABANT
1300,Limal,Ja,WAVRE,WAALS-BRABANT
4830,Limbourg,Neen,LIMBOURG,LUIK
1342,Limelette,Ja,OTTIGNIES-LOUVAIN-LA-NEUVE,WAALS-BRABANT
6670,Limerlé,Ja,GOUVY,LUXEMBURG
4357,Limont,Ja,DONCEEL,LUIK
4287,Lincent,Neen,LINCENT,LUIK
3210,Linden,Ja,LUBBEEK,VLAAMS-BRABANT
1630,Linkebeek,Neen,LINKEBEEK,VLAAMS-BRABANT
3560,Linkhout,Ja,LUMMEN,LIMBURG
1357,Linsmeau,Ja,HÉLÉCINE,WAALS-BRABANT
2547,Lint,Neen,LINT,ANTWERPEN
3350,Linter,Neen,LINTER,VLAAMS-BRABANT
2890,Lippelo,Ja,PUURS-SINT-AMANDS,ANTWERPEN
5501,Lisogne,Ja,DINANT,NAMEN
8380,Lissewege,Ja,BRUGGE,WEST-VLAANDEREN
5101,Lives-Sur-Meuse,Ja,NAMUR,NAMEN
4600,Lixhe,Ja,VISÉ,LUIK
8647,Lo,Ja,LO-RENINGE,WEST-VLAANDEREN
6540,Lobbes,Neen,LOBBES,HENEGOUWEN
9080,Lochristi,Neen,LOCHRISTI,OOST-VLAANDEREN
6042,Lodelinsart,Ja,CHARLEROI,HENEGOUWEN
2990,Loenhout,Ja,WUUSTWEZEL,ANTWERPEN
8958,Loker,Ja,HEUVELLAND,WEST-VLAANDEREN
9160,Lokeren,Neen,LOKEREN,OOST-VLAANDEREN
3545,Loksbergen,Ja,HALEN,LIMBURG
8434,Lombardsijde,Ja,MIDDELKERKE,WEST-VLAANDEREN
7870,Lombise,Ja,LENS,HENEGOUWEN
3920,Lommel,Neen,LOMMEL,LIMBURG
4783,Lommersweiler,Ja,SANKT-VITH,LUIK
6463,Lompret,Ja,CHIMAY,HENEGOUWEN
6924,Lomprez,Ja,WELLIN,LUXEMBURG
4431,Loncin,Ja,ANS,LUIK
1840,Londerzeel,Neen,LONDERZEEL,VLAAMS-BRABANT
5310,Longchamps,Ja,EGHEZÉE,NAMEN
6688,Longchamps,Ja,BERTOGNE,LUXEMBURG
6840,Longlier,Ja,NEUFCHÂTEAU,LUXEMBURG
1325,Longueville,Ja,CHAUMONT-GISTOUX,WAALS-BRABANT
6600,Longvilly,Ja,BASTOGNE,LUXEMBURG
4710,Lontzen,Neen,LONTZEN,LUIK
5030,Lonzée,Ja,GEMBLOUX,NAMEN
3040,Loonbeek,Ja,HULDENBERG,VLAAMS-BRABANT
8210,Loppem,Ja,ZEDELGEM,WEST-VLAANDEREN
4987,Lorcé,Ja,STOUMONT,LUIK
1651,Lot,Ja,BEERSEL,VLAAMS-BRABANT
9880,Lotenhulle,Ja,AALTER,OOST-VLAANDEREN
5575,Louette-Saint-Denis,Ja,GEDINNE,NAMEN
5575,Louette-Saint-Pierre,Ja,GEDINNE,NAMEN
1471,Loupoigne,Ja,GENAPPE,WAALS-BRABANT
1348,Louvain-La-Neuve,Ja,OTTIGNIES-LOUVAIN-LA-NEUVE,WAALS-BRABANT
4141,Louveigné,Ja,SPRIMONT,LUIK
4920,Louveigné,Ja,AYWAILLE,LUIK
9920,Lovendegem,Ja,LIEVEGEM,OOST-VLAANDEREN
3360,Lovenjoel,Ja,BIERBEEK,VLAAMS-BRABANT
6280,Loverval,Ja,GERPINNES,HENEGOUWEN
5101,Loyers,Ja,NAMUR,NAMEN
3210,Lubbeek,Neen,LUBBEEK,VLAAMS-BRABANT
7700,Luingne,Ja,MOESKROEN,HENEGOUWEN
3560,Lummen,Neen,LUMMEN,LIMBURG
5170,Lustin,Ja,PROFONDEVILLE,NAMEN
6238,Luttre,Ja,PONT-À-CELLES,HENEGOUWEN
9680,Maarke-Kerkem,Ja,MAARKEDAL,OOST-VLAANDEREN
3680,Maaseik,Neen,MAASEIK,LIMBURG
3630,Maasmechelen,Neen,MAASMECHELEN,LIMBURG
6663,Mabompré,Ja,HOUFFALIZE,LUXEMBURG
1830,Machelen,Neen,MACHELEN,VLAAMS-BRABANT
9870,Machelen,Ja,ZULTE,OOST-VLAANDEREN
6591,Macon,Ja,MOMIGNIES,HENEGOUWEN
6593,Macquenoise,Ja,MOMIGNIES,HENEGOUWEN
5374,Maffe,Ja,HAVELANGE,NAMEN
7810,Maffle,Ja,ATH,HENEGOUWEN
4623,Magnée,Ja,FLÉRON,LUIK
5330,Maillen,Ja,ASSESSE,NAMEN
7812,Mainvault,Ja,ATH,HENEGOUWEN
7020,Maisières,Ja,MONS,HENEGOUWEN
6852,Maissin,Ja,PALISEUL,LUXEMBURG
5300,Maizeret,Ja,ANDENNE,NAMEN
3700,Mal,Ja,TONGEREN,LIMBURG
9990,Maldegem,Neen,MALDEGEM,OOST-VLAANDEREN
1840,Malderen,Ja,LONDERZEEL,VLAAMS-BRABANT
6960,Malempré,Ja,MANHAY,LUXEMBURG
1360,Malèves-Sainte-Marie-Wastinnes,Ja,PERWEZ,WAALS-BRABANT
2390,Malle,Neen,MALLE,ANTWERPEN
4960,Malmedy,Neen,MALMEDY,LUIK
5020,Malonne,Ja,NAMUR,NAMEN
5575,Malvoisin,Ja,GEDINNE,NAMEN
7170,Manage,Neen,MANAGE,HENEGOUWEN
4760,Manderfeld,Ja,BÜLLINGEN,LUIK
8433,Mannekensvere,Ja,MIDDELKERKE,WEST-VLAANDEREN
1380,Maransart,Ja,LASNE,WAALS-BRABANT
1495,Marbais,Ja,VILLERS-LA-VILLE,WAALS-BRABANT
6120,Marbaix,Ja,HAM-SUR-HEURE,HENEGOUWEN
6900,Marche-En-Famenne,Neen,MARCHE-EN-FAMENNE,LUXEMBURG
5024,Marche-Les-Dames,Ja,NAMUR,NAMEN
7190,Marche-Lez-Ecaussinnes,Ja,ECAUSSINNES,HENEGOUWEN
6030,Marchienne-Au-Pont,Ja,CHARLEROI,HENEGOUWEN
4570,Marchin,Neen,MARCHIN,LUIK
7387,Marchipont,Ja,HONNELLES,HENEGOUWEN
5380,Marchovelette,Ja,FERNELMONT,NAMEN
6001,Marcinelle,Ja,CHARLEROI,HENEGOUWEN
6987,Marcourt,Ja,RENDEUX,LUXEMBURG
6990,Marenne,Ja,HOTTON,LUXEMBURG
9030,Mariakerke,Ja,GENT,OOST-VLAANDEREN
2880,Mariekerke,Ja,BORNEM,ANTWERPEN
5660,Mariembourg,Ja,COUVIN,NAMEN
1350,Marilles,Ja,ORP-JAUCHE,WAALS-BRABANT
7850,Mark,Ja,EDINGEN,HENEGOUWEN
8510,Marke,Ja,KORTRIJK,WEST-VLAANDEREN
8720,Markegem,Ja,DENTERGEM,WEST-VLAANDEREN
4210,Marneffe,Ja,BURDINNE,LUIK
7522,Marquain,Ja,TOURNAI,HENEGOUWEN
6630,Martelange,Neen,MARTELANGE,LUXEMBURG
3742,Martenslinde,Ja,BILZEN,LIMBURG
5573,Martouzin-Neuville,Ja,BEAURAING,NAMEN
6953,Masbourg,Ja,NASSOGNE,LUXEMBURG
7050,Masnuy-Saint-Jean,Ja,JURBISE,HENEGOUWEN
7050,Masnuy-Saint-Pierre,Ja,JURBISE,HENEGOUWEN
9230,Massemen,Ja,WETTEREN,OOST-VLAANDEREN
2240,Massenhoven,Ja,ZANDHOVEN,ANTWERPEN
5680,Matagne-La-Grande,Ja,DOISCHE,NAMEN
5680,Matagne-La-Petite,Ja,DOISCHE,NAMEN
9700,Mater,Ja,OUDENAARDE,OOST-VLAANDEREN
7640,Maubray,Ja,ANTOING,HENEGOUWEN
7534,Maulde,Ja,TOURNAI,HENEGOUWEN
7110,Maurage,Ja,LA LOUVIÈRE,HENEGOUWEN
5670,Mazée,Ja,VIROINVAL,NAMEN
1745,Mazenzele,Ja,OPWIJK,VLAAMS-BRABANT
5032,Mazy,Ja,GEMBLOUX,NAMEN
5372,Méan,Ja,HAVELANGE,NAMEN
2800,Mechelen,Neen,MECHELEN,ANTWERPEN
3630,Mechelen-Aan-De-Maas,Ja,MAASMECHELEN,LIMBURG
3870,Mechelen-Bovelingen,Ja,HEERS,LIMBURG
4219,Meeffe,Ja,WASSEIGES,LUIK
3391,Meensel-Kiezegem,Ja,TIELT-WINGE,VLAAMS-BRABANT
2321,Meer,Ja,HOOGSTRATEN,ANTWERPEN
3078,Meerbeek,Ja,KORTENBERG,VLAAMS-BRABANT
9402,Meerbeke,Ja,NINOVE,OOST-VLAANDEREN
9170,Meerdonk,Ja,SINT-GILLIS-WAAS,OOST-VLAANDEREN
2450,Meerhout,Neen,MEERHOUT,ANTWERPEN
2328,Meerle,Ja,HOOGSTRATEN,ANTWERPEN
3630,Meeswijk,Ja,MAASMECHELEN,LIMBURG
8377,Meetkerke,Ja,ZUIENKERKE,WEST-VLAANDEREN
3670,Meeuwen,Ja,OUDSBERGEN,LIMBURG
5310,Mehaigne,Ja,EGHEZÉE,NAMEN
9800,Meigem,Ja,DEINZE,OOST-VLAANDEREN
9630,Meilegem,Ja,ZWALM,OOST-VLAANDEREN
1860,Meise,Neen,MEISE,VLAAMS-BRABANT
6769,Meix-Devant-Virton,Neen,MEIX-DEVANT-VIRTON,LUXEMBURG
6747,Meix-Le-Tige,Ja,SAINT-LÉGER,LUXEMBURG
9700,Melden,Ja,OUDENAARDE,OOST-VLAANDEREN
3320,Meldert,Ja,HOEGAARDEN,VLAAMS-BRABANT
3560,Meldert,Ja,LUMMEN,LIMBURG
9310,Meldert,Ja,AALST,OOST-VLAANDEREN
4633,Melen,Ja,SOUMAGNE,LUIK
1370,Mélin,Ja,JODOIGNE,WAALS-BRABANT
3350,Melkwezer,Ja,LINTER,VLAAMS-BRABANT
9090,Melle,Neen,MELLE,OOST-VLAANDEREN
1495,Mellery,Ja,VILLERS-LA-VILLE,WAALS-BRABANT
7540,Melles,Ja,TOURNAI,HENEGOUWEN
6211,Mellet,Ja,LES BONS VILLERS,HENEGOUWEN
6860,Mellier,Ja,LÉGLISE,LUXEMBURG
1820,Melsbroek,Ja,STEENOKKERZEEL,VLAAMS-BRABANT
9120,Melsele,Ja,BEVEREN-WAAS,OOST-VLAANDEREN
9820,Melsen,Ja,MERELBEKE,OOST-VLAANDEREN
4837,Membach,Ja,BAELEN,LUIK
5550,Membre,Ja,VRESSE-SUR-SEMOIS,NAMEN
3770,Membruggen,Ja,RIEMST,LIMBURG
9042,Mendonk,Ja,GENT,OOST-VLAANDEREN
8930,Menen,Neen,MENEN,WEST-VLAANDEREN
6567,Merbes-Le-Château,Neen,MERBES-LE-CHÂTEAU,HENEGOUWEN
6567,Merbes-Sainte-Marie,Ja,MERBES-LE-CHÂTEAU,HENEGOUWEN
1785,Merchtem,Neen,MERCHTEM,VLAAMS-BRABANT
4280,Merdorp,Ja,HANNUT,LUIK
9420,Mere,Ja,ERPE-MERE,OOST-VLAANDEREN
9820,Merelbeke,Neen,MERELBEKE,OOST-VLAANDEREN
9850,Merendree,Ja,DEINZE,OOST-VLAANDEREN
8650,Merkem,Ja,HOUTHULST,WEST-VLAANDEREN
2170,Merksem,Ja,ANTWERPEN,ANTWERPEN
2330,Merksplas,Neen,MERKSPLAS,ANTWERPEN
5600,Merlemont,Ja,PHILIPPEVILLE,NAMEN
8957,Mesen,Neen,MESEN,WEST-VLAANDEREN
7822,Meslin-L'Evêque,Ja,ATH,HENEGOUWEN
5560,Mesnil-Eglise,Ja,HOUYET,NAMEN
5560,Mesnil-Saint-Blaise,Ja,HOUYET,NAMEN
9200,Mespelare,Ja,DENDERMONDE,OOST-VLAANDEREN
6780,Messancy,Neen,MESSANCY,LUXEMBURG
3272,Messelbroek,Ja,SCHERPENHEUVEL-ZICHEM,VLAAMS-BRABANT
7022,Mesvin,Ja,MONS,HENEGOUWEN
3870,Mettekoven,Ja,HEERS,LIMBURG
5640,Mettet,Neen,METTET,NAMEN
8760,Meulebeke,Neen,MEULEBEKE,WEST-VLAANDEREN
5081,Meux,Ja,LA BRUYÈRE,NAMEN
7942,Mévergnies-Lez-Lens,Ja,BRUGELETTE,HENEGOUWEN
4770,Meyerode,Ja,AMEL,LUIK
9660,Michelbeke,Ja,BRAKEL,OOST-VLAANDEREN
4630,Micheroux,Ja,SOUMAGNE,LUIK
9992,Middelburg,Ja,MALDEGEM,OOST-VLAANDEREN
8430,Middelkerke,Neen,MIDDELKERKE,WEST-VLAANDEREN
5376,Miécret,Ja,HAVELANGE,NAMEN
3891,Mielen-Boven-Aalst,Ja,GINGELOM,LIMBURG
7070,Mignault,Ja,LE ROEULX,HENEGOUWEN
3770,Millen,Ja,RIEMST,LIMBURG
4041,Milmort,Ja,HERSTAL,LUIK
2322,Minderhout,Ja,HOOGSTRATEN,ANTWERPEN
1035,Ministerie van het Brussels Hoofdstedelijk Gewest,,Ministerie van het Brussels Hoofdstedelijk Gewest,
6870,Mirwart,Ja,SAINT-HUBERT,LUXEMBURG
4577,Modave,Neen,MODAVE,LUIK
3790,Moelingen,Ja,VOEREN,LIMBURG
8552,Moen,Ja,ZWEVEGEM,WEST-VLAANDEREN
9500,Moerbeke,Ja,GERAARDSBERGEN,OOST-VLAANDEREN
9180,Moerbeke-Waas,Neen,MOERBEKE-WAAS,OOST-VLAANDEREN
8470,Moere,Ja,GISTEL,WEST-VLAANDEREN
8340,Moerkerke,Ja,DAMME,WEST-VLAANDEREN
9220,Moerzeke,Ja,HAMME,OOST-VLAANDEREN
7700,Moeskroen,Neen,MOESKROEN,HENEGOUWEN
4520,Moha,Ja,WANZE,LUIK
5361,Mohiville,Ja,HAMOIS,NAMEN
5060,Moignelée,Ja,SAMBREVILLE,NAMEN
6800,Moircy,Ja,LIBRAMONT-CHEVIGNY,LUXEMBURG
2400,Mol,Neen,MOL,ANTWERPEN
7760,Molenbaix,Ja,CELLES,HENEGOUWEN
3461,Molenbeek-Wersbeek,Ja,BEKKEVOORT,VLAAMS-BRABANT
3640,Molenbeersel,Ja,KINROOI,LIMBURG
3294,Molenstede,Ja,DIEST,VLAAMS-BRABANT
1730,Mollem,Ja,ASSE,VLAAMS-BRABANT
4350,Momalle,Ja,REMICOURT,LUIK
6590,Momignies,Neen,MOMIGNIES,HENEGOUWEN
5555,Monceau-En-Ardenne,Ja,BIÈVRE,NAMEN
6592,Monceau-Imbrechies,Ja,MOMIGNIES,HENEGOUWEN
6031,Monceau-Sur-Sambre,Ja,CHARLEROI,HENEGOUWEN
7000,Mons,Neen,MONS,HENEGOUWEN
4400,Mons-Lez-Liège,Ja,FLÉMALLE,LUIK
1400,Monstreux,Ja,NIVELLES,WAALS-BRABANT
5530,Mont,Ja,YVOIR,NAMEN
6661,Mont,Ja,HOUFFALIZE,LUXEMBURG
5580,Mont-Gauthier,Ja,ROCHEFORT,NAMEN
1367,Mont-Saint-André,Ja,RAMILLIES,WAALS-BRABANT
7542,Mont-Saint-Aubert,Ja,TOURNAI,HENEGOUWEN
1435,Mont-Saint-Guibert,Neen,MONT-SAINT-GUIBERT,WAALS-BRABANT
7141,Mont-Sainte-Aldegonde,Ja,MORLANWELZ,HENEGOUWEN
6540,Mont-Sainte-Geneviève,Ja,LOBBES,HENEGOUWEN
6032,Mont-Sur-Marchienne,Ja,CHARLEROI,HENEGOUWEN
6470,Montbliart,Ja,SIVRY-RANCE,HENEGOUWEN
4420,Montegnée,Ja,SAINT-NICOLAS,LUIK
3890,Montenaken,Ja,GINGELOM,LIMBURG
7870,Montignies-Lez-Lens,Ja,LENS,HENEGOUWEN
6560,Montignies-Saint-Christophe,Ja,ERQUELINNES,HENEGOUWEN
7387,Montignies-Sur-Roc,Ja,HONNELLES,HENEGOUWEN
6061,Montignies-Sur-Sambre,Ja,CHARLEROI,HENEGOUWEN
6110,Montigny-Le-Tilleul,Neen,MONTIGNY-LE-TILLEUL,HENEGOUWEN
6674,Montleban,Ja,GOUVY,LUXEMBURG
7911,Montroeul-Au-Bois,Ja,FRASNES-LEZ-ANVAING,HENEGOUWEN
7350,Montroeul-Sur-Haine,Ja,HENSIES,HENEGOUWEN
4850,Montzen,Ja,PLOMBIÈRES,LUIK
9310,Moorsel,Ja,AALST,OOST-VLAANDEREN
8560,Moorsele,Ja,WEVELGEM,WEST-VLAANDEREN
8890,Moorslede,Neen,MOORSLEDE,WEST-VLAANDEREN
9860,Moortsele,Ja,OOSTERZELE,OOST-VLAANDEREN
3740,Mopertingen,Ja,BILZEN,LIMBURG
9790,Moregem,Ja,WORTEGEM-PETEGEM,OOST-VLAANDEREN
4850,Moresnet,Ja,PLOMBIÈRES,LUIK
6640,Morhet,Ja,VAUX-SUR-SÛRE,LUXEMBURG
5621,Morialmé,Ja,FLORENNES,NAMEN
2200,Morkhoven,Ja,HERENTALS,ANTWERPEN
7140,Morlanwelz-Mariemont,Ja,MORLANWELZ,HENEGOUWEN
6997,Mormont,Ja,EREZÉE,LUXEMBURG
5190,Mornimont,Ja,JEMEPPE-SUR-SAMBRE,NAMEN
4670,Mortier,Ja,BLÉGNY,LUIK
4607,Mortroux,Ja,DALHEM,LUIK
2640,Mortsel,Neen,MORTSEL,ANTWERPEN
5620,Morville,Ja,FLORENNES,NAMEN
7812,Moulbaix,Ja,ATH,HENEGOUWEN
7543,Mourcourt,Ja,TOURNAI,HENEGOUWEN
7911,Moustier,Ja,FRASNES-LEZ-ANVAING,HENEGOUWEN
5190,Moustier-Sur-Sambre,Ja,JEMEPPE-SUR-SAMBRE,NAMEN
5550,Mouzaive,Ja,VRESSE-SUR-SEMOIS,NAMEN
4280,Moxhe,Ja,HANNUT,LUIK
5340,Mozet,Ja,GESVES,NAMEN
2812,Muizen,Ja,MECHELEN,ANTWERPEN
3891,Muizen,Ja,GINGELOM,LIMBURG
9700,Mullem,Ja,OUDENAARDE,OOST-VLAANDEREN
9630,Munkzwalm,Ja,ZWALM,OOST-VLAANDEREN
6820,Muno,Ja,FLORENVILLE,LUXEMBURG
3740,Munsterbilzen,Ja,BILZEN,LIMBURG
9820,Munte,Ja,MERELBEKE,OOST-VLAANDEREN
6750,Musson,Neen,MUSSON,LUXEMBURG
6750,Mussy-La-Ville,Ja,MUSSON,LUXEMBURG
4190,My,Ja,FERRIÈRES,LUIK
7062,Naast,Ja,SOIGNIES,HENEGOUWEN
6660,Nadrin,Ja,HOUFFALIZE,LUXEMBURG
5550,Nafraiture,Ja,VRESSE-SUR-SEMOIS,NAMEN
6120,Nalinnes,Ja,HAM-SUR-HEURE,HENEGOUWEN
5300,Namêche,Ja,ANDENNE,NAMEN
5000,Namur,Neen,NAMUR,NAMEN
4550,Nandrin,Neen,NANDRIN,LUIK
5100,Naninne,Ja,NAMUR,NAMEN
5555,Naomé,Ja,BIÈVRE,NAMEN
6950,Nassogne,Neen,NASSOGNE,LUXEMBURG
1110,NATO,,NATO,
5360,Natoye,Ja,HAMOIS,NAMEN
9810,Nazareth,Neen,NAZARETH,OOST-VLAANDEREN
7730,Néchin,Ja,ESTAIMPUIS,HENEGOUWEN
1120,Neder-Over-Heembeek,Ja,BRUSSEL,BRUSSEL
9500,Nederboelare,Ja,GERAARDSBERGEN,OOST-VLAANDEREN
9660,Nederbrakel,Ja,BRAKEL,OOST-VLAANDEREN
9700,Nederename,Ja,OUDENAARDE,OOST-VLAANDEREN
9400,Nederhasselt,Ja,NINOVE,OOST-VLAANDEREN
1910,Nederokkerzeel,Ja,KAMPENHOUT,VLAAMS-BRABANT
9636,Nederzwalm-Hermelgem,Ja,ZWALM,OOST-VLAANDEREN
3670,Neerglabbeek,Ja,OUDSBERGEN,LIMBURG
3620,Neerharen,Ja,LANAKEN,LIMBURG
3350,Neerhespen,Ja,LINTER,VLAAMS-BRABANT
1357,Neerheylissem,Ja,HÉLÉCINE,WAALS-BRABANT
3040,Neerijse,Ja,HULDENBERG,VLAAMS-BRABANT
3404,Neerlanden,Ja,LANDEN,VLAAMS-BRABANT
3350,Neerlinter,Ja,LINTER,VLAAMS-BRABANT
3680,Neeroeteren,Ja,MAASEIK,LIMBURG
3910,Neerpelt,Ja,PELT,LIMBURG
3700,Neerrepen,Ja,TONGEREN,LIMBURG
3370,Neervelp,Ja,BOUTERSEM,VLAAMS-BRABANT
7784,Neerwaasten,Ja,KOMEN-WAASTEN,HENEGOUWEN
3400,Neerwinden,Ja,LANDEN,VLAAMS-BRABANT
9403,Neigem,Ja,NINOVE,OOST-VLAANDEREN
3700,Nerem,Ja,TONGEREN,LIMBURG
4870,Nessonvaux,Ja,TROOZ,LUIK
1390,Nethen,Ja,GREZ-DOICEAU,WAALS-BRABANT
5377,Nettinne,Ja,SOMME-LEUZE,NAMEN
4721,Neu-Moresnet,Ja,KELMIS,LUIK
4608,Neufchâteau,Ja,DALHEM,LUIK
6840,Neufchâteau,Neen,NEUFCHÂTEAU,LUXEMBURG
7332,Neufmaison,Ja,SAINT-GHISLAIN,HENEGOUWEN
7063,Neufvilles,Ja,SOIGNIES,HENEGOUWEN
5600,Neuville,Ja,PHILIPPEVILLE,NAMEN
4121,Neuville-En-Condroz,Ja,NEUPRÉ,LUIK
9850,Nevele,Ja,DEINZE,OOST-VLAANDEREN
2845,Niel,Neen,NIEL,ANTWERPEN
3668,Niel-Bij-As,Ja,AS,LIMBURG
3890,Niel-Bij-Sint-Truiden,Ja,GINGELOM,LIMBURG
9506,Nieuwenhove,Ja,GERAARDSBERGEN,OOST-VLAANDEREN
1880,Nieuwenrode,Ja,KAPELLE-OP-DEN-BOS,VLAAMS-BRABANT
3850,Nieuwerkerken,Neen,NIEUWERKERKEN,LIMBURG
9320,Nieuwerkerken,Ja,AALST,OOST-VLAANDEREN
8600,Nieuwkapelle,Ja,DIKSMUIDE,WEST-VLAANDEREN
8950,Nieuwkerke,Ja,HEUVELLAND,WEST-VLAANDEREN
9100,Nieuwkerken-Waas,Ja,SINT-NIKLAAS,OOST-VLAANDEREN
8377,Nieuwmunster,Ja,ZUIENKERKE,WEST-VLAANDEREN
8620,Nieuwpoort,Neen,NIEUWPOORT,WEST-VLAANDEREN
3221,Nieuwrode,Ja,HOLSBEEK,VLAAMS-BRABANT
2560,Nijlen,Neen,NIJLEN,ANTWERPEN
1457,Nil-Saint-Vincent-Saint-Martin,Ja,WALHAIN,WAALS-BRABANT
7020,Nimy,Ja,MONS,HENEGOUWEN
9400,Ninove,Neen,NINOVE,OOST-VLAANDEREN
5670,Nismes,Ja,VIROINVAL,NAMEN
1400,Nivelles,Neen,NIVELLES,WAALS-BRABANT
5680,Niverlée,Ja,DOISCHE,NAMEN
6640,Nives,Ja,VAUX-SUR-SÛRE,LUXEMBURG
6717,Nobressart,Ja,ATTERT,LUXEMBURG
1320,Nodebais,Ja,BEAUVECHAIN,WAALS-BRABANT
1350,Noduwez,Ja,ORP-JAUCHE,WAALS-BRABANT
7080,Noirchain,Ja,FRAMERIES,HENEGOUWEN
6831,Noirfontaine,Ja,BOUILLON,LUXEMBURG
5377,Noiseux,Ja,SOMME-LEUZE,NAMEN
9771,Nokere,Ja,KRUISEM,OOST-VLAANDEREN
6851,Nollevaux,Ja,PALISEUL,LUXEMBURG
2200,Noorderwijk,Ja,HERENTALS,ANTWERPEN
8647,Noordschote,Ja,LO-RENINGE,WEST-VLAANDEREN
1930,Nossegem,Ja,ZAVENTEM,VLAAMS-BRABANT
6717,Nothomb,Ja,ATTERT,LUXEMBURG
7022,Nouvelles,Ja,MONS,HENEGOUWEN
4347,Noville,Ja,FEXHE-LE-HAUT-CLOCHER,LUIK
6600,Noville,Ja,BASTOGNE,LUXEMBURG
5380,Noville-Les-Bois,Ja,FERNELMONT,NAMEN
5310,Noville-Sur-Mehaigne,Ja,EGHEZÉE,NAMEN
9681,Nukerke,Ja,MAARKEDAL,OOST-VLAANDEREN
6230,Obaix,Ja,PONT-À-CELLES,HENEGOUWEN
7743,Obigies,Ja,PECQ,HENEGOUWEN
7034,Obourg,Ja,MONS,HENEGOUWEN
6890,Ochamps,Ja,LIBIN,LUXEMBURG
4560,Ocquier,Ja,CLAVIER,LUIK
6960,Odeigne,Ja,MANHAY,LUXEMBURG
4367,Odeur,Ja,CRISNÉE,LUIK
8730,Oedelem,Ja,BEERNEM,WEST-VLAANDEREN
8800,Oekene,Ja,ROESELARE,WEST-VLAANDEREN
2520,Oelegem,Ja,RANST,ANTWERPEN
8690,Oeren,Ja,ALVERINGEM,WEST-VLAANDEREN
8720,Oeselgem,Ja,DENTERGEM,WEST-VLAANDEREN
1755,Oetingen,Ja,GOOIK,VLAAMS-BRABANT
7911,Oeudeghien,Ja,FRASNES-LEZ-ANVAING,HENEGOUWEN
2260,Oevel,Ja,WESTERLO,ANTWERPEN
6850,Offagne,Ja,PALISEUL,LUXEMBURG
1934,Office Exchange Brussels Airport Remailing,,Office Exchange Brussels Airport Remailing,
7862,Ogy,Ja,LESSINES,HENEGOUWEN
1380,Ohain,Ja,LASNE,WAALS-BRABANT
5350,Ohey,Neen,OHEY,NAMEN
5670,Oignies-En-Thiérache,Ja,VIROINVAL,NAMEN
1480,Oisquercq,Ja,TUBIZE,WAALS-BRABANT
5555,Oizy,Ja,BIÈVRE,NAMEN
9400,Okegem,Ja,NINOVE,OOST-VLAANDEREN
2250,Olen,Neen,OLEN,ANTWERPEN
4300,Oleye,Ja,WAREMME,LUIK
7866,Ollignies,Ja,LESSINES,HENEGOUWEN
5670,Olloy-Sur-Viroin,Ja,VIROINVAL,NAMEN
2491,Olmen,Ja,BALEN,ANTWERPEN
4877,Olne,Neen,OLNE,LUIK
9870,Olsene,Ja,ZULTE,OOST-VLAANDEREN
4252,Omal,Ja,GEER,LUIK
4540,Ombret,Ja,AMAY,LUIK
5600,Omezée,Ja,PHILIPPEVILLE,NAMEN
6900,On,Ja,MARCHE-EN-FAMENNE,LUXEMBURG
5520,Onhaye,Neen,ONHAYE,NAMEN
9500,Onkerzele,Ja,GERAARDSBERGEN,OOST-VLAANDEREN
7387,Onnezies,Ja,HONNELLES,HENEGOUWEN
5190,Onoz,Ja,JEMEPPE-SUR-SAMBRE,NAMEN
1760,Onze-Lieve-Vrouw-Lombeek,Ja,ROOSDAAL,VLAAMS-BRABANT
2861,Onze-Lieve-Vrouw-Waver,Ja,SINT-KATELIJNE-WAVER,ANTWERPEN
8710,Ooigem,Ja,WIELSBEKE,WEST-VLAANDEREN
9700,Ooike,Ja,OUDENAARDE,OOST-VLAANDEREN
9790,Ooike,Ja,WORTEGEM-PETEGEM,OOST-VLAANDEREN
9520,Oombergen,Ja,SINT-LIEVENS-HOUTEM,OOST-VLAANDEREN
9620,Oombergen,Ja,ZOTTEGEM,OOST-VLAANDEREN
3300,Oorbeek,Ja,TIENEN,VLAAMS-BRABANT
9340,Oordegem,Ja,LEDE,OOST-VLAANDEREN
9041,Oostakker,Ja,GENT,OOST-VLAANDEREN
8670,Oostduinkerke,Ja,KOKSIJDE,WEST-VLAANDEREN
9968,Oosteeklo,Ja,ASSENEDE,OOST-VLAANDEREN
8400,Oostende,Neen,OOSTENDE,WEST-VLAANDEREN
9860,Oosterzele,Neen,OOSTERZELE,OOST-VLAANDEREN
